code,course,university,stream,colombo,gampaha,kaluthara,matale,kandy,nuwara_eliya,galle,matara,hambantota,jaffna,kilinochchi,mannar,mallaitivu,vavuniya,trincomalee,batticaloa,ampara,puttalam,kurunegala,anuradhapura,polonnaruwa,badulla,monaragala,kegalle,ratnapura,course_code,uni_code,subjects,medium,degree,duration
015L,APPLIED SCIENCES  (PHY.SC),sabaragamuwa_university_of_sri_lanka,physical_science,0.9711,0.9806,0.9735,NQC,0.9743,NQC,0.9708,0.981,0.9716,1.0698,NQC,NQC,NQC,NQC,NQC,NQC,1.039,NQC,0.9788,NQC,NQC,0.9767,NQC,0.9903,0.9752,15,L,combined_mathematics|chemistry|physics|higher_mathematics|agricultural_science|biology|ict,english,Bachelor of Science (Applied Sciences) Honours in Chemical Technology|Bachelor of Science (Applied Sciences) Honours in Computer Science & Technology|Bachelor of Science (Applied Sciences) Honours in Applied Physics|Bachelor of Science (Applied Sciences) in Physical Sciences,4|4|4|4
015M,APPLIED SCIENCES  (PHY.SC),wayamba_university_of_sri_lanka,physical_science,0.8288,0.8199,0.8163,0.8591,0.8185,NQC,0.8813,0.8601,0.8607,0.8336,NQC,NQC,NQC,NQC,0.8327,0.8316,0.8178,0.8185,0.8327,0.8427,NQC,0.8185,NQC,0.8459,0.823,15,M,combined_mathematics|chemistry|physics|higher_mathematics|agricultural_science|biology|ict,english,Bachelor of Science|Bachelor of Science (Joint Major) in Major 1 and Major 2|Bachelor of Science Honours in Applied Electronics|Bachelor of Science Honours in Industrial Management|Bachelor of Science Honours in Mathematics with Statistics,3|4|4|4|4
015R,APPLIED SCIENCES  (PHY.SC),university_of_vavuniya_sri_lanka,physical_science,0.8294,0.7322,0.8018,0.7015,0.7824,NQC,0.8797,NQC,NQC,0.8382,NQC,NQC,NQC,NQC,0.6416,0.6481,0.6624,0.6277,0.8409,0.6122,NQC,0.7514,0.6144,0.8827,0.619,15,R,combined_mathematics|chemistry|physics|higher_mathematics|agricultural_science|biology|ict,english,Bachelor of Science in Applied Mathematics & Computing|Bachelor of Science Honours in Computer Science,3|4
015W,APPLIED SCIENCES  (PHY.SC),eastern_university_trincomalee_campus,physical_science,0.8344,0.7308,NQC,0.5089,0.7875,0.148,NQC,0.8691,NQC,0.9449,0.3759,-0.2251,0.0857,0.2048,NQC,0.6723,0.5921,0.3,0.8643,0.5512,0.2147,0.7352,0.529,NQC,0.6226,15,W,combined_mathematics|chemistry|physics|higher_mathematics|agricultural_science|biology|ict,english,Bachelor of Science in Applied Physics and Electronics|Bachelor of Science Honours in Applied Physics|Bachelor of Science Honours in Electronics,3|4|4
016A,MANAGEMENT,university_of_colombo,commerce,1.7191,1.7223,1.7207,1.7383,1.7303,1.7687,1.7215,1.7334,1.7543,1.7279,NQC,1.7335,1.8311,NQC,1.7271,1.7206,1.7671,1.7247,1.7327,1.7255,1.7647,1.7342,1.7247,1.7287,1.7167,16,A,business_studies|economics|accounting,english,Bachelor of Business Administration Honours|Bachelor of Business Administration Honours in Finance|Bachelor of Business Administration Honours in Human Resource Management|Bachelor of Business Administration Honours in Marketing|Bachelor of Business Administration Honours in Accounting|Bachelor of Business Administration Honours in Business Economics|Bachelor of Business Administration Honours in International Business|Bachelor of Business Administration Honours in Hospitality and Leisure Management,4
016B,MANAGEMENT,university_of_peradeniya,commerce,1.5696,1.5728,1.5808,1.5807,1.5736,1.5768,1.5735,1.5952,1.612,1.5992,1.5913,1.5816,1.5864,1.572,1.5744,1.5728,1.6031,1.5992,1.5699,1.5704,NQC,1.5768,1.5687,1.5935,1.5848,16,B,business_studies|economics|accounting,english,Bachelor of Business Administration Honours in Human Resource Management|Bachelor of Business Administration Honours in Marketing Management|Bachelor of Business Administration Honours in Operations Management|Bachelor of Business Administration Honours in Accounting and Finance|Bachelor of Business Administration Honours in Organizational Management,4
016C,MANAGEMENT,university_of_sri_jayewardenepura,commerce,1.7191,1.7183,1.7191,1.7311,1.7303,1.724,1.7299,1.7311,1.7487,1.7191,1.7903,1.8151,1.9438,1.7663,1.732,1.7335,1.7519,1.7495,1.7207,1.7198,1.7431,1.7535,1.7447,1.7207,1.7175,16,C,business_studies|economics|accounting,english,Bachelor of Science Honours in Business Administration|Bachelor of Science Honours in Accounting|Bachelor of Science Honours in Marketing Management|Bachelor of Science Honours in Human Resource Management|Bachelor of Science Honours in Business Administration (Business Economics)|Bachelor of Science Honours in Finance|Bachelor of Science Honours in Business Information Systems|Bachelor of Science Honours in Operations and Technology Management|Bachelor of Science Honours in Entrepreneurship,4
016D,MANAGEMENT,university_of_kelaniya,commerce,1.6152,1.6168,1.6175,1.6265,1.6176,1.6344,1.6176,1.6164,1.6159,NQC,1.6567,NQC,1.6448,NQC,1.6239,1.7063,1.6215,1.6255,1.6152,1.6212,1.6248,1.6184,1.6167,1.616,1.6232,16,D,business_studies|economics|accounting,english,Bachelor of Business Management Honours in Human Resource|Bachelor of Business Management Honours in Accountancy|Bachelor of Business Management Honours in Marketing|Bachelor of Business Management Honours in Finance|Bachelor of Commerce Honours|Bachelor of Commerce Honours in Business Technology|Bachelor of Commerce Honours in Entrepreneurship|Bachelor of Commerce Honours in Financial Management|Bachelor of Business Management Honours in Insurance|Bachelor of Business Management Honours in Banking|Bachelor of Business Management Honours in Auditing and Forensic Accounting|Bachelor of Business Management Honours in Financial Engineering|Bachelor of Business Management Honours in Accounting Information Systems,4
016E,MANAGEMENT,university_of_jaffna,commerce,1.325,1.3161,NQC,1.2512,1.2402,1.089,1.3569,NQC,1.137,1.0587,1.0715,1.0825,1.0801,1.0706,1.0786,1.1058,1.0651,1.1569,1.2825,1.1322,1.0858,1.0713,1.2418,1.3583,1.2385,16,E,business_studies|economics|accounting,english,Bachelor of Business Administration Honours in Tourism and Hospitality Management|Bachelor of Business Administration Honours in Accounting|Bachelor of Business Administration Honours in Financial Management|Bachelor of Business Administration Honours in Human Resource Management|Bachelor of Business Administration Honours in Marketing|Bachelor of Commerce Honours in Accounting and Finance|Bachelor of Commerce Honours in Business Technology Management|Bachelor of Commerce Honours,4
016F,MANAGEMENT,university_of_ruhuna,commerce,1.4257,1.4264,1.4312,1.5552,1.4288,1.4393,1.4257,1.4264,1.428,NQC,NQC,1.5456,NQC,NQC,NQC,1.5135,1.4361,1.4289,1.4273,1.4297,1.5576,1.4313,1.428,1.4312,1.428,16,F,business_studies|economics|accounting,english,Bachelor of Business Administration Honours in Accounting|Bachelor of Business Administration Honours in Business Management|Bachelor of Business Administration Honours in Entrepreneurship|Bachelor of Business Administration Honours in Finance|Bachelor of Business Administration Honours in Human Resources Management|Bachelor of Business Administration Honours in Marketing,4
016H,MANAGEMENT,eastern_university_sri_lanka,commerce,1.3368,1.4048,NQC,NQC,1.3064,1.0849,NQC,NQC,1.1258,1.0531,0.7579,0.9074,1.2466,0.9883,0.7595,1.1002,0.9258,1.2034,NQC,1.1474,1.0834,1.0721,1.2409,NQC,1.3083,16,H,business_studies|economics|accounting,english,Bachelor of Business Administration Honours|Bachelor of Business Administration Honours in Marketing Management|Bachelor of Business Administration Honours in Human Resource Management|Bachelor of Commerce Honours|Bachelor of Commerce Honours in Accounting and Finance|Bachelor of Commerce Honours in Enterprise Development|Bachelor of Commerce Honours in Business Economics,4
016J,MANAGEMENT,south_eastern_university_of_sri_lanka,commerce,1.3728,NQC,NQC,1.2473,NQC,1.0826,NQC,NQC,1.1634,1.0778,1.1058,0.9723,1.0818,NQC,0.7635,1.0811,0.9259,1.1561,NQC,NQC,1.0835,1.0921,NQC,NQC,1.237,16,J,business_studies|economics|accounting,english,Bachelor of Business Administration Honours|Bachelor of Commerce Honours,4
016K,MANAGEMENT,rajarata_university_of_sri_lanka,commerce,1.3265,1.3161,1.3817,1.2465,1.2441,1.2441,NQC,1.3992,1.2481,NQC,NQC,NQC,NQC,1.2537,1.4009,1.2441,1.2466,1.2497,1.2801,1.2458,1.2449,1.2513,1.2448,1.3209,1.2474,16,K,business_studies|economics|accounting,english,Bachelor of Science Honours in Accountancy & Finance|Bachelor of Science Honours in Business Management|Bachelor of Science Honours in Tourism and Hospitality Management|Bachelor of Science Honours in Marketing Management|Bachelor of Science Honours in Human Resource Management|Bachelor of Science Honours in Information Systems,4
016L,MANAGEMENT,sabaragamuwa_university_of_sri_lanka,commerce,1.3256,1.3218,1.3664,1.3353,1.3249,1.3265,1.3624,1.3738,1.3577,NQC,1.4792,NQC,1.42,NQC,NQC,NQC,1.3641,1.3392,1.3304,1.3305,1.324,1.3247,1.3257,1.3232,1.3249,16,L,business_studies|economics|accounting,english,Bachelor of Science Honours in Business Management|Bachelor of Science Honours in Financial Management|Bachelor of Science Honours in Marketing Management|Bachelor of Science Honours in Tourism Management|Bachelor of Science Honours in Eco Business Management|Bachelor of Science Honours in Banking & Insurance,4
016M,MANAGEMENT,wayamba_university_of_sri_lanka,commerce,1.3457,1.3424,1.3649,1.3456,1.3425,1.3456,1.3777,1.3864,1.3657,NQC,NQC,NQC,NQC,NQC,1.3441,1.4281,1.3505,1.3472,1.3425,1.3432,1.3529,1.3505,1.3441,1.3424,1.3456,16,M,business_studies|economics|accounting,english,Bachelor of Science Honours in Accountancy & Business Finance|Bachelor of Science Honours in Banking & Business Finance|Bachelor of Science Honours in Business Management|Bachelor of Science Honours in Insurance & Finance,4
017C,REAL ESTATE MANAGEMENT & VALUATION,university_of_sri_jayewardenepura,commerce,1.5577,1.4872,1.5201,1.5887,1.5209,1.5072,1.5559,1.548,1.5824,1.3051,1.1954,1.1129,1.2945,1.508,1.4497,1.3265,1.3721,1.3473,1.5648,1.5496,1.536,1.5176,1.5632,1.592,1.4745,17,C,business_studies|economics|accounting,english,Bachelor of Science Honours in Real Estate Management and Valuation,4
018C,COMMERCE,university_of_sri_jayewardenepura,commerce,1.5888,1.5948,1.5944,1.6104,1.5928,NQC,1.5951,1.5943,1.5895,NQC,NQC,NQC,NQC,1.644,NQC,NQC,NQC,1.6112,1.6095,1.6064,1.7407,1.5992,NQC,1.6015,1.6032,18,C,business_studies|economics|accounting|agricultural_science|geography|business_statistics|german|combined_mathematics|mathematics|history|political_science|english|logic_and_scientific_method|french|ict,english,Bachelor of Commerce Honours,4
018D,COMMERCE,university_of_kelaniya,commerce,1.4736,1.4736,1.4752,1.4725,1.4856,1.4728,1.4912,1.4784,1.5118,NQC,NQC,NQC,NQC,1.5664,NQC,1.5598,NQC,1.4759,1.476,1.4928,1.4976,1.5783,1.4864,1.4896,1.4745,18,D,business_studies|economics|accounting|agricultural_science|geography|business_statistics|german|combined_mathematics|mathematics|history|political_science|english|logic_and_scientific_method|french|ict,english,Bachelor of Commerce Honours,4
018E,COMMERCE,university_of_jaffna,commerce,1.2504,1.2433,1.3145,1.2113,1.2121,1.3265,1.28,1.2793,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,NQC,1.2202,NQC,NQC,NQC,1.2209,1.2626,1.2107,18,E,business_studies|economics|accounting|agricultural_science|geography|business_statistics|german|combined_mathematics|mathematics|history|political_science|english|logic_and_scientific_method|french|ict,english,Bachelor of Commerce Honours,4
018H,COMMERCE,eastern_university_sri_lanka,commerce,1.2484,1.248,1.3552,1.2121,1.1769,1.0114,1.2945,1.2425,1.0714,1.037,1.0202,NQC,1.0363,NQC,1.0522,1.0098,NQC,1.0362,1.225,1.069,1.0098,1.021,1.1497,1.2721,1.1786,18,H,business_studies|economics|accounting|agricultural_science|geography|business_statistics|german|combined_mathematics|mathematics|history|political_science|english|logic_and_scientific_method|french|ict,english,Bachelor of Commerce Honours,4
018J,COMMERCE,south_eastern_university_of_sri_lanka,commerce,1.2545,1.2457,1.3137,1.2129,1.1809,1.0098,1.2905,1.2789,1.1009,0.9218,0.6972,0.8428,0.997,0.9234,0.6979,0.9762,0.8547,1.0378,1.2306,1.0658,0.9722,1.0258,1.148,1.3168,1.1834,18,J,business_studies|economics|accounting|agricultural_science|geography|business_statistics|german|combined_mathematics|mathematics|history|political_science|english|logic_and_scientific_method|french|ict,english,Bachelor of Commerce Honours,4
028C,MANAGEMENT (PUBLIC) HONOURS,university_of_sri_jayewardenepura,commerce,1.5656,1.5136,1.4768,1.5186,1.4976,1.5048,1.5408,1.5259,1.5256,1.4611,1.2482,1.2298,1.3952,1.5561,1.5736,1.444,1.4673,1.4712,1.5575,1.489,1.5368,1.4681,1.5624,1.4401,1.5176,28,C,business_studies|economics|accounting,english,Bachelor of Science Honours in Management (Public),4
077C,BUSINESS INFORMATION SYSTEMS (HONOURS) (BIS),university_of_sri_jayewardenepura,commerce,1.9558,1.8623,1.8719,1.9198,1.8878,1.6311,1.855,1.9448,1.7559,1.6207,1.0106,1.1622,1.472,1.572,1.5928,1.8288,1.6287,1.6319,1.8617,1.8159,1.9694,1.6495,1.584,1.8264,1.7639,77,C,business_studies|economics|accounting|ict|combined_mathematics|logic_and_scientific_method|business_statistics|physics,english,Bachelor of Science Honours in Business Information Systems,4
110D,FINANCIAL ENGINEERING,university_of_kelaniya,commerce,1.6751,1.6319,1.6783,1.6671,1.5952,1.6727,1.6759,1.6319,1.4681,1.4176,0.8211,0.8115,1.0339,1.3353,1.4576,1.688,1.4185,1.5767,1.6192,1.6255,1.6727,1.5911,1.5368,1.6152,1.6144,110,D,economics|accounting|business_studies|combined_mathematics|ict|history|business_statistics|political_science|agricultural_science|physics|geography|logic_and_scientific_method,english,Bachelor of Business Management Honours in Financial Engineering,4
133R,BANKING & INSURANCE,university_of_vavuniya_sri_lanka,commerce,1.2609,1.2354,1.2634,1.2312,1.2144,1.0842,1.2553,1.2641,1.2417,1.169,0.9786,0.8379,1.0027,0.9163,1.0554,1.1825,1.1058,1.1457,1.2281,1.1929,0.9707,1.069,1.2145,1.2601,1.2027,133,R,business_studies|economics|accounting,english,Bachelor of Business Management Honours in Banking and Insurance,4
025A,LAW,university_of_colombo,none,1.9007,1.9018,1.8968,1.9069,1.9089,1.9401,1.9133,1.8968,1.9078,1.9117,1.9758,1.9456,1.9754,1.9302,1.9354,1.908,1.918,1.9154,1.9034,1.8967,NQC,1.9003,1.9235,1.9597,1.9005,25,A,accounting|political_science|agricultural_science|geography|biology|higher_mathematics|business_statistics|history|business_studies|logic_and_scientific_method|chemistry|economics|physics|mathematics|combined_mathematics|communication_and_media_studies|ict|buddhism|buddhist_civilization|islam|islamic_civilization|christianity|christian_civilization|chinese|greek_and_roman_civilization|english|japanese|french|pali|german|sanskrit|arabic|sinhala|hindi|tamil|russian|hinduism|hindu_civilization,english,Bachelor of Laws,4
025B,LAW,university_of_peradeniya,none,1.8652,1.8645,1.8644,1.87,1.8763,1.8701,1.8865,NQC,1.866,NQC,1.8991,NQC,NQC,1.8685,1.98,1.8835,NQC,1.8927,1.8731,1.8719,1.8909,1.8826,1.8747,1.883,1.877,25,B,accounting|political_science|agricultural_science|geography|biology|higher_mathematics|business_statistics|history|business_studies|logic_and_scientific_method|chemistry|economics|physics|mathematics|combined_mathematics|communication_and_media_studies|ict|buddhism|buddhist_civilization|islam|islamic_civilization|christianity|christian_civilization|chinese|greek_and_roman_civilization|english|japanese|french|pali|german|sanskrit|arabic|sinhala|hindi|tamil|russian|hinduism|hindu_civilization,english,Bachelor f Laws,4
025E,LAW,university_of_jaffna,none,NQC,1.8292,1.8435,1.8526,1.7782,1.7045,NQC,NQC,NQC,1.8118,NQC,1.8582,NQC,NQC,1.7342,1.8067,1.8197,1.7095,1.8927,1.841,1.7594,1.7512,NQC,1.7548,1.7595,25,E,accounting|political_science|agricultural_science|geography|biology|higher_mathematics|business_statistics|history|business_studies|logic_and_scientific_method|chemistry|economics|physics|mathematics|combined_mathematics|communication_and_media_studies|ict|buddhism|buddhist_civilization|islam|islamic_civilization|christianity|christian_civilization|chinese|greek_and_roman_civilization|english|japanese|french|pali|german|sanskrit|arabic|sinhala|hindi|tamil|russian|hinduism|hindu_civilization,english,Bachelor of Laws,4
019A,ARTS *,university_of_colombo,arts,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,1.6698,19,A,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts,3
019B,ARTS *,university_of_peradeniya,arts,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,1.5147,19,B,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts,3
019C,ARTS *,university_of_sri_jayewardenepura,arts,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,1.5194,19,C,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts,3
019D,ARTS *,university_of_kelaniya,arts,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,1.4179,19,D,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts,3
019E,ARTS *,university_of_jaffna,arts,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,1.1854,19,E,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts,3
019F,ARTS *,university_of_ruhuna,arts,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,1.3336,19,F,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts,3
019H,ARTS *,eastern_university_sri_lanka,arts,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,1.1522,19,H,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts,3
019J,ARTS *,south_eastern_university_of_sri_lanka,arts,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,1.2695,19,J,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts,3
019K,ARTS *,rajarata_university_of_sri_lanka,arts,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,1.2989,19,K,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts,3
020S,ARTS  (SP) / MASS MEDIA* #,university_of_colombo_sri_palee_campus,arts,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,1.1093,20,S,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts Honours in Mass Media,4
041S,ARTS (SP) / PERFORMING ARTS * #,university_of_colombo_sri_palee_campus,arts,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,0.8418,41,S,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts Honours in Performing Arts,4
021L,ARTS (SAB) - A * [Arts Stream],sabaragamuwa_university_of_sri_lanka,arts,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,1.3499,21,L,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english|sinhala,Bachelor of Arts|Bachelor of Arts Honours,3|4
021L,ARTS (SAB) - B * [Commerce Stream],sabaragamuwa_university_of_sri_lanka,commerce,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,1.1634,21,L,economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english|sinhala,Bachelor of Arts|Bachelor of Arts Honours,3|4
128C,ARTS-INFORMATION TECHNOLOGY *,university_of_sri_jayewardenepura,arts,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,1.7807,128,C,ict|economics|geography|history|home_economics|agricultural_science|mathematics|combined_mathematics|communication_and_media_studies|ict|accounting|business_statistics|political_science|logic_and_scientific_method|civil_technology|electrical_electronic_and_information_technology|agro_technology|mechanical_technology|food_technology|bio_resource_technology|buddhism|hinduism|christianity|islam|buddhist_civilization|hindu_civilization|christian_civilization|islamic_civilization|greek_and_roman_civilization|art|dancing|music|drama_and_theatre|sinhala|tamil|english|arabic|pali|sanskrit|chinese|french|german|hindi|japanese|malay|russian|korean,english,Bachelor of Arts Honours in Information Technology,4
